antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.09527766237363246,0.044499838434196554,0.024973457046577115,0.2621124031007752,5.8901877472739566,0.02073361646456254,1.2949128913143915,0.9176584795010572
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.09527766237363246,0.05590176799150626,0.037806398005816366,0.39680232558139533,7.098207084285522,0.0324802082290325,1.5651556231851653,0.949594497887778
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05590176799150626,0.09527766237363246,0.037806398005816366,0.676300578034682,7.098207084285522,0.0324802082290325,2.7949457930243136,0.9099893684775359
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.05382449337580206,0.05590176799150626,0.021557494345196878,0.40051457975986277,7.164613824391335,0.018548610004242426,1.5748476945949983,0.909371601777207
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.05590176799150626,0.05382449337580206,0.021557494345196878,0.3856317093311313,7.164613824391336,0.018548610004242426,1.5400786808090101,0.9113724682978392
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.05437843327332318,0.05590176799150626,0.023727092277154596,0.4363327674023769,7.805348257834592,0.02068724171656768,1.6749212610030206,0.9220207630334047
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05590176799150626,0.05437843327332318,0.023727092277154596,0.42444260941370765,7.805348257834591,0.02068724171656768,1.6429665958479278,0.9235084750019216
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.039422056040252965,0.09527766237363246,0.023634768960901074,0.5995316159250585,6.292467730515767,0.019878727615423433,2.259160457113795,0.8755976981113941
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.09527766237363246,0.039422056040252965,0.023634768960901074,0.24806201550387597,6.292467730515767,0.019878727615423433,1.2774696368124472,0.9296552120006122
frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.030282047731154504,0.09527766237363246,0.020449614550154642,0.6753048780487805,7.08775657614861,0.01756441183044348,2.7863748989807378,0.8857334559339084
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),0.09527766237363246,0.030282047731154504,0.020449614550154642,0.21463178294573645,7.08775657614861,0.01756441183044348,1.2347303229382462,0.9493649017196597
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03762175137330933,0.09527766237363246,0.024419517149055995,0.649079754601227,6.812507133685262,0.020835004623805085,2.5781423257534604,0.8865653022616123
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.09527766237363246,0.03762175137330933,0.024419517149055995,0.2562984496124031,6.812507133685262,0.020835004623805085,1.294038244407485,0.9430641064110462
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.039422056040252965,0.09527766237363246,0.024604163781563035,0.6241217798594848,6.5505572272752035,0.020848122436085394,2.4069560010371274,0.882116060151127
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.09527766237363246,0.039422056040252965,0.024604163781563035,0.25823643410852715,6.5505572272752035,0.020848122436085394,1.2949920812102664,0.9365760036575744
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05382449337580206,0.09527766237363246,0.0312052808936897,0.5797598627787307,6.084950536519207,0.026077008986398215,2.152869889127234,0.8831978009193437
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.09527766237363246,0.05382449337580206,0.0312052808936897,0.32751937984496127,6.084950536519208,0.026077008986398215,1.4069929723864154,0.9236647443973564
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05437843327332318,0.09527766237363246,0.0332825555093939,0.6120543293718167,6.423901616851582,0.028101505503571114,2.3320851503804403,0.892885054759123
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.09527766237363246,0.05437843327332318,0.0332825555093939,0.34932170542635665,6.423901616851582,0.028101505503571114,1.4532858627876852,0.9332491630563109
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07113511517333702,0.09527766237363246,0.02645063010663343,0.37183646982478913,3.9026615532046547,0.019673042620238765,1.4402656221923889,0.8007242209953837
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.09527766237363246,0.07113511517333702,0.02645063010663343,0.27761627906976744,3.9026615532046542,0.019673042620238765,1.2858330800014972,0.8220915748185676
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.10164797119512532,0.09527766237363246,0.02040345289202788,0.20072661217075385,2.106754166402636,0.010718671811534013,1.131931015598444,0.5847776304436231
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.09527766237363246,0.10164797119512532,0.02040345289202788,0.21414728682170542,2.106754166402636,0.010718671811534013,1.1431557259267948,0.5806601084781544
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.05437843327332318,0.039422056040252965,0.020680422840788443,0.3803056027164686,9.64702607921178,0.01853671319690634,1.5500833123076467,0.9478856480351477
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.039422056040252965,0.05437843327332318,0.020680422840788443,0.5245901639344263,9.647026079211779,0.01853671319690634,1.9890660541492169,0.9331268922101015
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05382449337580206,0.05437843327332318,0.024004062225915154,0.44596912521440824,8.20121320842082,0.021077170604408675,1.7068030136274075,0.9280168580017338
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.05437843327332318,0.05382449337580206,0.024004062225915154,0.4414261460101867,8.20121320842082,0.021077170604408675,1.6939129890627735,0.9285604851579954
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05816368923971749,0.05225499699949222,0.023911738909661636,0.4111111111111111,7.867402826855123,0.0208723955029608,1.6093783069819942,0.9267993180653084
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05225499699949222,0.05816368923971749,0.023911738909661636,0.45759717314487636,7.867402826855124,0.0208723955029608,1.7364148270042994,0.9210212111678187
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.049531459170013385,0.05816368923971749,0.024696487097816553,0.49860205032618826,8.572393822393822,0.02181555469906214,1.8784207461817533,0.929380018428327
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05816368923971749,0.049531459170013385,0.024696487097816553,0.4246031746031746,8.572393822393822,0.02181555469906214,1.651848774407977,0.937898082607423
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.07113511517333702,0.05816368923971749,0.029174167936112265,0.4101232965606749,7.051191248725318,0.02503668720313878,1.596666397009456,0.9239018569007535
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05816368923971749,0.07113511517333702,0.029174167936112265,0.5015873015873016,7.051191248725318,0.02503668720313878,1.8636461064993557,0.9111774329538285
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05294742187139362,0.05816368923971749,0.023403960670267277,0.4420226678291195,7.5996325818906465,0.02032434327849532,1.687947263190694,0.9169656587844269
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.05816368923971749,0.05294742187139362,0.023403960670267277,0.4023809523809524,7.599632581890647,0.02032434327849532,1.5847094932829269,0.9220441825036172
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.05816368923971749,0.049762267460647186,0.023634768960901074,0.4063492063492063,8.165809700503576,0.020740411900456286,1.6006678382347383,0.9317310873400971
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.049762267460647186,0.05816368923971749,0.023634768960901074,0.4749536178107607,8.165809700503578,0.020740411900456286,1.7938154469957326,0.9234932900170026
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.05816368923971749,0.04634630475926695,0.020311129575774363,0.3492063492063492,7.53471826977803,0.01761545750834712,1.4653703121991752,0.9208405181056262
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04634630475926695,0.05816368923971749,0.020311129575774363,0.43824701195219123,7.53471826977803,0.01761545750834712,1.6766022269562477,0.9094297444653221
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.07113511517333702,0.047177214605548634,0.022249919217098277,0.3127839065541856,6.629978246265481,0.01889396262257534,1.3864966121745508,0.9142017923034635
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.047177214605548634,0.07113511517333702,0.022249919217098277,0.471624266144814,6.629978246265481,0.01889396262257534,1.7579628005423138,0.8912149830303906
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.049762267460647186,0.047177214605548634,0.02054193786640816,0.41280148423005564,8.750018153498722,0.018194292695158498,1.6226587087760165,0.9320978240400858
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.047177214605548634,0.049762267460647186,0.02054193786640816,0.43542074363992167,8.750018153498722,0.018194292695158498,1.6830900565948328,0.9295689989760753
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.049531459170013385,0.05225499699949222,0.022896182430872918,0.46225535880708296,8.846146499856747,0.020307916180563396,1.7624443470009445,0.9331781008632438
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05225499699949222,0.049531459170013385,0.022896182430872918,0.4381625441696113,8.846146499856747,0.020307916180563396,1.691714446886077,0.9358597777397201
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07113511517333702,0.05225499699949222,0.02515810367908415,0.3536664503569111,6.768088616680004,0.021440938449142893,1.466340411268858,0.9175153581501465
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05225499699949222,0.07113511517333702,0.02515810367908415,0.48144876325088337,6.7680886166800045,0.021440938449142893,1.7912692497849785,0.8992374476010545
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05294742187139362,0.05225499699949222,0.022065272584591237,0.4167393199651264,7.9751094420534745,0.019298505213570714,1.6249080993147718,0.9235071963427258
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.05225499699949222,0.05294742187139362,0.022065272584591237,0.4222614840989399,7.9751094420534745,0.019298505213570714,1.6392408538862113,0.9228324796730486
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.049762267460647186,0.05225499699949222,0.021557494345196878,0.4332096474953618,8.290300877819808,0.01895716720835283,1.6721262082398483,0.9254285385868068
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.05225499699949222,0.049762267460647186,0.021557494345196878,0.41254416961130735,8.290300877819806,0.01895716720835283,1.6175475386985674,0.9278625720524778
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.04634630475926695,0.05225499699949222,0.020264967917647602,0.43725099601593626,8.367639864569988,0.017843141901514554,1.684134483207982,0.9232827314916551
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.05225499699949222,0.04634630475926695,0.020264967917647602,0.3878091872791519,8.367639864569988,0.017843141901514554,1.557771981259033,0.9290389143191321
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.049531459170013385,0.07113511517333702,0.02737386326916863,0.5526561043802424,7.769103951453077,0.023850437216406287,2.0764000446229365,0.9166900220886872
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07113511517333702,0.049531459170013385,0.02737386326916863,0.38481505515898773,7.769103951453077,0.023850437216406287,1.5450126808217401,0.938010513607299
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.07113511517333702,0.05294742187139362,0.02552739694409823,0.35885788449059053,6.777627159302234,0.021760975991145383,1.47713362641314,0.9177392229282031
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05294742187139362,0.07113511517333702,0.02552739694409823,0.48212728857890147,6.777627159302234,0.021760975991145383,1.7936162001619231,0.9001144786391745
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.07113511517333702,0.049762267460647186,0.025573558602224992,0.3595068137573005,7.224486184067162,0.022033713975125453,1.4836031872777538,0.9275642408025844
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.049762267460647186,0.07113511517333702,0.025573558602224992,0.5139146567717996,7.224486184067161,0.022033713975125453,1.9109090569525622,0.9067013676672141
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.07113511517333702,0.04634630475926695,0.024004062225915154,0.3374432186891629,7.2809088112184615,0.02070721249900612,1.4393539122095689,0.9287190445971878
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04634630475926695,0.07113511517333702,0.024004062225915154,0.5179282868525896,7.2809088112184615,0.02070721249900612,1.926818893318119,0.9045783733667948
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.05294742187139362,0.049762267460647186,0.02091123113142224,0.3949433304272014,7.936602381302842,0.01827644736290623,1.5704937740960199,0.9228648119144182
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.049762267460647186,0.05294742187139362,0.02091123113142224,0.4202226345083488,7.936602381302842,0.01827644736290623,1.6334762867562203,0.9197714103102358
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.05294742187139362,0.04634630475926695,0.02197294926833772,0.41499564080209245,8.95423363216706,0.019519031918068634,1.6301651094502547,0.9379848644468511
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.04634630475926695,0.05294742187139362,0.02197294926833772,0.47410358565737054,8.95423363216706,0.019519031918068634,1.8008348265930318,0.9314922057694757
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.037437104740802286,0.05276277523888658,0.02515810367908415,0.6720098643649816,12.736438925405595,0.023182818136050547,2.8880052228618913,0.9573245784621017
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05276277523888658,0.037437104740802286,0.02515810367908415,0.47681539807524054,12.736438925405594,0.023182818136050547,1.8398150322429145,0.9728134556574924
frozenset({'SPOTTY BUNTING'}),frozenset({'PARTY BUNTING'}),0.05142408715321054,0.07644370585791442,0.02183446429395744,0.42459605026929986,5.554362461946765,0.017903416501605658,1.605057272502782,0.8644129840940188
frozenset({'PARTY BUNTING'}),frozenset({'SPOTTY BUNTING'}),0.07644370585791442,0.05142408715321054,0.02183446429395744,0.2856280193236715,5.554362461946765,0.017903416501605658,1.327845910121964,0.8878303798744436
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.033974980381295296,0.04676175968240779,0.02631214513225315,0.7744565217391305,16.561748894802353,0.0247234152644485,4.22640569201053,0.9726662189951871
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.04676175968240779,0.033974980381295296,0.02631214513225315,0.562685093780849,16.561748894802353,0.0247234152644485,2.2089917491506723,0.9857136060490208
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0332825555093939,0.10164797119512532,0.022111434242717998,0.6643550624133148,6.535841833360418,0.01872832999899897,2.6764950940839443,0.8761583089909919
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.10164797119512532,0.0332825555093939,0.022111434242717998,0.2175295186194369,6.535841833360418,0.01872832999899897,1.2354682604575247,0.9428347621853632
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.04745418455430919,0.0330517472187601,0.022249919217098277,0.46887159533073924,14.185985153142184,0.02068147550473686,1.8205545858225538,0.975814366880587
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0330517472187601,0.04745418455430919,0.022249919217098277,0.6731843575418993,14.185985153142184,0.02068147550473686,2.914627366919292,0.9612798711309933
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.038175691270830446,0.04745418455430919,0.023219314037760237,0.6082224909310763,12.817046518521309,0.02140771773870592,2.4313437943629213,0.9585730958842834
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.04745418455430919,0.038175691270830446,0.023219314037760237,0.4892996108949416,12.817046518521307,0.02140771773870592,1.8833435988068312,0.9679102992897954
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.08789179707335087,0.04676175968240779,0.0225730508239856,0.256827731092437,5.4922597617526785,0.018463075731186614,1.2826612081729296,0.8967418331590967
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04676175968240779,0.08789179707335087,0.0225730508239856,0.4827245804540968,5.492259761752678,0.018463075731186614,1.7632931480242282,0.8580494857816268
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.050408530674421824,0.044222868485435995,0.024742648755943314,0.4908424908424909,11.099291105554155,0.02251343893338429,1.8771737906724892,0.958205907896713
