antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Store/Office'}),"frozenset({'Trauma', 'Collapse'})",0.3251259093452714,0.204252937884723,0.19809736989367654,0.6092943201376936,2.9830382194138587,0.13168944772746274,2.036691819775224,0.9850301224573929
frozenset({'Collapse'}),"frozenset({'Trauma', 'Store/Office'})",0.2165640738668159,0.217123670956911,0.19809736989367654,0.9147286821705426,4.212938543914329,0.15107618317832983,9.181004222414403,0.9734503631961258
"frozenset({'Heart Attack', 'On-Duty'})",frozenset({'Stress/Overexertion'}),0.1315053161723559,0.37548964745383323,0.13038612199216565,0.9914893617021279,2.640523829153059,0.08100723718430286,73.37996642417642,0.7153610459714171
"frozenset({'On-Duty', 'Stress/Overexertion'})",frozenset({'Heart Attack'}),0.14493564633463907,0.3480693900391718,0.13038612199216565,0.8996138996138996,2.584582055643149,0.07993845997753471,6.4942318453790175,0.7170106509673506
frozenset({'On-Duty'}),"frozenset({'Heart Attack', 'Stress/Overexertion'})",0.2098489087856743,0.34415221040850585,0.13038612199216565,0.6213333333333334,1.8054027100271006,0.05816615618176291,1.7319924020902138,0.5645843718464663
"frozenset({'Heart Attack', 'Residential'})",frozenset({'Stress/Overexertion'}),0.11639619473978735,0.37548964745383323,0.1152770005595971,0.9903846153846154,2.637581680614468,0.07157143443178662,64.94907666480158,0.702650688342751
"frozenset({'Stress/Overexertion', 'Residential'})",frozenset({'Heart Attack'}),0.12311135982092893,0.3480693900391718,0.1152770005595971,0.9363636363636364,2.690163694826074,0.07242570463983336,10.24462387081302,0.7164825496744134
"frozenset({'Store/Office', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.19473978735310576,0.48740906547285956,0.19418019026301064,0.9971264367816093,2.045769164786149,0.09926225249884997,178.38164521545025,0.6348088349858713
"frozenset({'Store/Office', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.225517627308338,0.23670956911024063,0.19418019026301064,0.8610421836228288,3.637547002680839,0.14079800987609012,5.492965065153091,0.9362246172810715
"frozenset({'Search and Rescue', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.22160044767767206,0.3251259093452714,0.19418019026301064,0.8762626262626264,2.695148559606391,0.12213214320048828,5.454084487740262,0.8080206846400388
frozenset({'Search and Rescue'}),"frozenset({'Store/Office', 'On-Scene Fire'})",0.23670956911024063,0.225517627308338,0.19418019026301064,0.8203309692671396,3.6375470026808396,0.14079800987609012,4.3106058374812255,0.9499522509655447
"frozenset({'Trauma', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.20033575825405708,0.48740906547285956,0.19809736989367654,0.988826815642458,2.0287411246303932,0.10045190518226987,45.87688864017866,0.6341204983137827
"frozenset({'Trauma', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.27196418578623394,0.23670956911024063,0.19809736989367654,0.728395061728395,3.0771677903277586,0.13372084466279968,2.810296586457749,0.9271876913456402
"frozenset({'Search and Rescue', 'On-Scene Fire'})",frozenset({'Trauma'}),0.22160044767767206,0.4616675993284835,0.19809736989367654,0.8939393939393939,1.9363269054178145,0.09579162320420846,5.075705492045726,0.6212211675541311
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'On-Scene Fire'})",0.23670956911024063,0.27196418578623394,0.19809736989367654,0.8368794326241135,3.0771677903277586,0.13372084466279968,4.463176078440913,0.8843630399125204
"frozenset({'Trauma', 'Store/Office'})",frozenset({'On-Scene Fire'}),0.217123670956911,0.48740906547285956,0.20369334079462786,0.9381443298969072,1.9247576550238497,0.09786529524148321,8.286886774855438,0.6137036658837945
"frozenset({'Trauma', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.27196418578623394,0.3251259093452714,0.20369334079462786,0.7489711934156378,2.303634290247409,0.11527073758153222,2.688432852936049,0.7773014840655117
"frozenset({'Store/Office', 'On-Scene Fire'})",frozenset({'Trauma'}),0.225517627308338,0.4616675993284835,0.20369334079462786,0.9032258064516129,1.9564418377321602,0.09957915918893182,5.562768140272335,0.6312190338563172
frozenset({'Store/Office'}),"frozenset({'Trauma', 'On-Scene Fire'})",0.3251259093452714,0.27196418578623394,0.20369334079462786,0.6265060240963856,2.3036342902474094,0.11527073758153222,1.9492571799916962,0.838531700471999
"frozenset({'Trauma', 'Store/Office'})",frozenset({'Search and Rescue'}),0.217123670956911,0.23670956911024063,0.19138220481253498,0.8814432989690723,3.723733274840974,0.1399869542166909,6.4381888518527575,0.9343139836725479
"frozenset({'Trauma', 'Search and Rescue'})",frozenset({'Store/Office'}),0.20033575825405708,0.3251259093452714,0.19138220481253498,0.9553072625698324,2.938268637198435,0.12624785923581022,15.100307778399568,0.8249256217286861
"frozenset({'Store/Office', 'Search and Rescue'})",frozenset({'Trauma'}),0.19473978735310576,0.4616675993284835,0.19138220481253498,0.9827586206896552,2.1287147335423198,0.10147715469148727,31.22327923894809,0.6584616510003292
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'Store/Office'})",0.23670956911024063,0.217123670956911,0.19138220481253498,0.8085106382978724,3.723733274840974,0.1399869542166909,4.088354162780577,0.9582883160981635
"frozenset({'Collapse', 'Store/Office', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.19250139899272523,0.48740906547285956,0.19250139899272523,1.0,2.0516647531572905,0.09867447200746296,inf,0.6347886347886348
"frozenset({'Collapse', 'Store/Office', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.20145495243424735,0.23670956911024063,0.19250139899272523,0.9555555555555555,4.036826897819806,0.14481508400689053,17.17403469501956,0.9420641775720735
"frozenset({'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Collapse'}),0.19418019026301064,0.2165640738668159,0.19250139899272523,0.9913544668587895,4.577649695805315,0.15044894592513422,90.61742212273671,0.9698784722222222
"frozenset({'Collapse', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.19529938444320089,0.3251259093452714,0.19250139899272523,0.9856733524355301,3.031666576251794,0.12900450903105778,47.10621152770015,0.8327922340459941
"frozenset({'Collapse', 'Store/Office'})","frozenset({'Search and Rescue', 'On-Scene Fire'})",0.20145495243424735,0.22160044767767206,0.19250139899272523,0.9555555555555555,4.312065095398428,0.1478588913464119,17.513989927252354,0.9618650282752889
"frozenset({'Store/Office', 'Search and Rescue'})","frozenset({'Collapse', 'On-Scene Fire'})",0.19473978735310576,0.2165640738668159,0.19250139899272523,0.9885057471264367,4.5644955300127705,0.1503277572995792,68.15892557358644,0.9697706740792217
"frozenset({'Store/Office', 'On-Scene Fire'})","frozenset({'Collapse', 'Search and Rescue'})",0.225517627308338,0.19529938444320089,0.19250139899272523,0.8535980148883374,4.370715336978392,0.14845794519831562,5.4965143740574565,0.9957676603038043
"frozenset({'Collapse', 'Search and Rescue'})","frozenset({'Store/Office', 'On-Scene Fire'})",0.19529938444320089,0.225517627308338,0.19250139899272523,0.9856733524355301,4.370715336978393,0.14845794519831562,54.058869613878116,0.9583744380114501
"frozenset({'Collapse', 'On-Scene Fire'})","frozenset({'Store/Office', 'Search and Rescue'})",0.2165640738668159,0.19473978735310576,0.19250139899272523,0.8888888888888888,4.564495530012771,0.1503277572995792,7.247341913822044,0.9967857142857143
"frozenset({'Search and Rescue', 'On-Scene Fire'})","frozenset({'Collapse', 'Store/Office'})",0.22160044767767206,0.20145495243424735,0.19250139899272523,0.8686868686868687,4.312065095398428,0.1478588913464119,6.081227669923811,0.986758731379466
frozenset({'Collapse'}),"frozenset({'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",0.2165640738668159,0.19418019026301064,0.19250139899272523,0.8888888888888888,4.577649695805315,0.15044894592513422,7.252378287632901,0.9975892857142857
frozenset({'Search and Rescue'}),"frozenset({'Collapse', 'Store/Office', 'On-Scene Fire'})",0.23670956911024063,0.20145495243424735,0.19250139899272523,0.8132387706855791,4.036826897819805,0.14481508400689053,4.275753862282446,0.9855759394394054
"frozenset({'Trauma', 'Collapse', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.19306099608282037,0.48740906547285956,0.19306099608282037,1.0,2.0516647531572905,0.0989613164028335,inf,0.6352288488210818
"frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.204252937884723,0.23670956911024063,0.19306099608282037,0.9452054794520548,3.9931021082288933,0.14471237116662683,13.93005036373811,0.9419678346480765
"frozenset({'Trauma', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Collapse'}),0.19809736989367654,0.2165640738668159,0.19306099608282037,0.9745762711864407,4.500175185039198,0.15016022263634426,30.815146427905326,0.9699262720349526
"frozenset({'Collapse', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Trauma'}),0.19529938444320089,0.4616675993284835,0.19306099608282037,0.9885386819484241,2.141234696535556,0.10289759811659724,46.9695019585899,0.6623329503537522
"frozenset({'Trauma', 'Collapse'})","frozenset({'Search and Rescue', 'On-Scene Fire'})",0.204252937884723,0.22160044767767206,0.19306099608282037,0.9452054794520548,4.265359070153591,0.14779845360808602,14.205791829882486,0.962055891885281
"frozenset({'Trauma', 'Search and Rescue'})","frozenset({'Collapse', 'On-Scene Fire'})",0.20033575825405708,0.2165640738668159,0.19306099608282037,0.9636871508379888,4.449893898055519,0.1496754681341242,21.574620119667692,0.9695013235159886
"frozenset({'Trauma', 'On-Scene Fire'})","frozenset({'Collapse', 'Search and Rescue'})",0.27196418578623394,0.19529938444320089,0.19306099608282037,0.7098765432098765,3.63481198485974,0.13994655800817257,2.7736489302170515,0.9956688834675669
"frozenset({'Collapse', 'Search and Rescue'})","frozenset({'Trauma', 'On-Scene Fire'})",0.19529938444320089,0.27196418578623394,0.19306099608282037,0.9885386819484241,3.63481198485974,0.13994655800817257,63.52112479015122,0.9008103041664147
"frozenset({'Collapse', 'On-Scene Fire'})","frozenset({'Trauma', 'Search and Rescue'})",0.2165640738668159,0.20033575825405708,0.19306099608282037,0.8914728682170543,4.449893898055519,0.1496754681341242,7.368334798944762,0.9895838509316771
"frozenset({'Search and Rescue', 'On-Scene Fire'})","frozenset({'Trauma', 'Collapse'})",0.22160044767767206,0.204252937884723,0.19306099608282037,0.8712121212121213,4.265359070153591,0.14779845360808602,6.178741894071568,0.9834963898352765
frozenset({'Collapse'}),"frozenset({'Trauma', 'Search and Rescue', 'On-Scene Fire'})",0.2165640738668159,0.19809736989367654,0.19306099608282037,0.8914728682170543,4.500175185039198,0.15016022263634426,7.388959948836839,0.9927888198757765
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})",0.23670956911024063,0.204252937884723,0.19306099608282037,0.8156028368794326,3.993102108228893,0.14471237116662683,4.315397529163617,0.9820221853882443
"frozenset({'Trauma', 'Store/Office', 'Collapse'})",frozenset({'On-Scene Fire'}),0.19809736989367654,0.48740906547285956,0.19809736989367654,1.0,2.0516647531572905,0.10154291596116828,inf,0.639218422889044
"frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})",frozenset({'Collapse'}),0.20369334079462786,0.2165640738668159,0.19809736989367654,0.9725274725274725,4.490714711644944,0.15398471019165025,28.51706771124789,0.9761544600212013
"frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.204252937884723,0.3251259093452714,0.19809736989367654,0.96986301369863,2.9830382194138587,0.13168944772746274,22.393549371725012,0.8354052937296876
"frozenset({'Collapse', 'Store/Office', 'On-Scene Fire'})",frozenset({'Trauma'}),0.20145495243424735,0.4616675993284835,0.19809736989367654,0.9833333333333333,2.129959595959596,0.10509214563052374,32.29994404029089,0.6643426413122231
"frozenset({'Trauma', 'Store/Office'})","frozenset({'Collapse', 'On-Scene Fire'})",0.217123670956911,0.2165640738668159,0.19809736989367654,0.9123711340206185,4.212938543914329,0.15107618317832983,8.940386451166923,0.9741461818974813
"frozenset({'Trauma', 'Collapse'})","frozenset({'Store/Office', 'On-Scene Fire'})",0.204252937884723,0.225517627308338,0.19809736989367654,0.96986301369863,4.300608450321221,0.15203473197115647,25.698733275677792,0.9644707462235889
"frozenset({'Trauma', 'On-Scene Fire'})","frozenset({'Collapse', 'Store/Office'})",0.27196418578623394,0.20145495243424735,0.19809736989367654,0.728395061728395,3.6156721536351157,0.14330883778229198,2.940097675128452,0.9936684948996207
"frozenset({'Collapse', 'Store/Office'})","frozenset({'Trauma', 'On-Scene Fire'})",0.20145495243424735,0.27196418578623394,0.19809736989367654,0.9833333333333333,3.615672153635116,0.14330883778229198,43.682148852825826,0.9059304217690306
"frozenset({'Store/Office', 'On-Scene Fire'})","frozenset({'Trauma', 'Collapse'})",0.225517627308338,0.204252937884723,0.19809736989367654,0.8784119106699751,4.300608450321221,0.15203473197115647,6.544613592499113,0.99095187942915
"frozenset({'Collapse', 'On-Scene Fire'})","frozenset({'Trauma', 'Store/Office'})",0.2165640738668159,0.217123670956911,0.19809736989367654,0.9147286821705426,4.212938543914329,0.15107618317832983,9.181004222414403,0.9734503631961258
frozenset({'Store/Office'}),"frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})",0.3251259093452714,0.204252937884723,0.19809736989367654,0.6092943201376936,2.9830382194138587,0.13168944772746274,2.036691819775224,0.9850301224573929
frozenset({'Collapse'}),"frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})",0.2165640738668159,0.20369334079462786,0.19809736989367654,0.9147286821705426,4.490714711644944,0.15398471019165025,9.338505367044814,0.9921912832929781
"frozenset({'Trauma', 'Store/Office', 'Collapse'})",frozenset({'Search and Rescue'}),0.19809736989367654,0.23670956911024063,0.19138220481253498,0.9661016949152543,4.081379973554514,0.14449066174313085,22.51706771124796,0.9414919014213833
"frozenset({'Trauma', 'Store/Office', 'Search and Rescue'})",frozenset({'Collapse'}),0.19138220481253498,0.2165640738668159,0.19138220481253498,1.0,4.6175710594315245,0.14993569487271907,inf,0.9688581314878894
"frozenset({'Trauma', 'Collapse', 'Search and Rescue'})",frozenset({'Store/Office'}),0.19306099608282037,0.3251259093452714,0.19138220481253498,0.991304347826087,3.0489860061363467,0.12861307290200413,77.61052042529424,0.8328040976226976
"frozenset({'Collapse', 'Store/Office', 'Search and Rescue'})",frozenset({'Trauma'}),0.19250139899272523,0.4616675993284835,0.19138220481253498,0.994186046511628,2.1534672304439746,0.10251054607218897,92.59317291550244,0.6633232422706107
"frozenset({'Trauma', 'Store/Office'})","frozenset({'Collapse', 'Search and Rescue'})",0.217123670956911,0.19529938444320089,0.19138220481253498,0.8814432989690723,4.513292765781467,0.14897808552660216,6.78747475730518,0.9943234306877509
"frozenset({'Trauma', 'Collapse'})","frozenset({'Store/Office', 'Search and Rescue'})",0.204252937884723,0.19473978735310576,0.19138220481253498,0.936986301369863,4.811478507321682,0.1516060311226169,12.779129461570285,0.9954968292743109
"frozenset({'Trauma', 'Search and Rescue'})","frozenset({'Collapse', 'Store/Office'})",0.20033575825405708,0.20145495243424735,0.19138220481253498,0.9553072625698324,4.742039106145251,0.15102357416258505,17.867445439283735,0.9868144819711981
"frozenset({'Collapse', 'Store/Office'})","frozenset({'Trauma', 'Search and Rescue'})",0.20145495243424735,0.20033575825405708,0.19138220481253498,0.95,4.742039106145251,0.15102357416258505,15.993284834918846,0.9881975436137648
"frozenset({'Store/Office', 'Search and Rescue'})","frozenset({'Trauma', 'Collapse'})",0.19473978735310576,0.204252937884723,0.19138220481253498,0.9827586206896552,4.811478507321682,0.1516060311226169,46.15332960268627,0.9837362690952537
"frozenset({'Collapse', 'Search and Rescue'})","frozenset({'Trauma', 'Store/Office'})",0.19529938444320089,0.217123670956911,0.19138220481253498,0.9799426934097423,4.513292765781467,0.14897808552660216,39.03197697657716,0.9673563835411432
frozenset({'Collapse'}),"frozenset({'Trauma', 'Store/Office', 'Search and Rescue'})",0.2165640738668159,0.19138220481253498,0.19138220481253498,0.8837209302325582,4.6175710594315245,0.14993569487271907,6.9541130386122,1.0
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'Store/Office', 'Collapse'})",0.23670956911024063,0.19809736989367654,0.19138220481253498,0.8085106382978724,4.081379973554514,0.14449066174313085,4.18771373499969,0.9891186911560427
"frozenset({'Trauma', 'Store/Office', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.19138220481253498,0.48740906547285956,0.19138220481253498,1.0,2.0516647531572905,0.0981007832167219,inf,0.6339100346020762
"frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.20369334079462786,0.23670956911024063,0.19138220481253498,0.9395604395604397,3.9692541501052143,0.14316604188241322,12.62898712926695,0.9394163553648703
"frozenset({'Trauma', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.19809736989367654,0.3251259093452714,0.19138220481253498,0.9661016949152543,2.971469412759999,0.12697561728694678,19.908785674314547,0.8273649930828466
"frozenset({'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Trauma'}),0.19418019026301064,0.4616675993284835,0.19138220481253498,0.9855907780979827,2.1348493581346606,0.10173550253666269,37.360268606603164,0.6596795808966861
"frozenset({'Trauma', 'Store/Office'})","frozenset({'Search and Rescue', 'On-Scene Fire'})",0.217123670956911,0.22160044767767206,0.19138220481253498,0.8814432989690723,3.9776241799437684,0.14326750212706393,6.565631006544858,0.9562093224483652
"frozenset({'Trauma', 'Search and Rescue'})","frozenset({'Store/Office', 'On-Scene Fire'})",0.20033575825405708,0.225517627308338,0.19138220481253498,0.9553072625698324,4.236064710204195,0.14620295994606325,17.329043088975954,0.9553157444579492
"frozenset({'Trauma', 'On-Scene Fire'})","frozenset({'Store/Office', 'Search and Rescue'})",0.27196418578623394,0.19473978735310576,0.19138220481253498,0.7037037037037037,3.613558961260111,0.13841995710486324,2.717753217683268,0.9934463368259234
"frozenset({'Store/Office', 'Search and Rescue'})","frozenset({'Trauma', 'On-Scene Fire'})",0.19473978735310576,0.27196418578623394,0.19138220481253498,0.9827586206896552,3.6135589612601104,0.13841995710486324,42.22607722439862,0.8981749021615889
